,sentene,label,comprehensive,predicted,response
1462,中國女生是過瘦 一堆竹竿身材 她們卻覺,2,1,0,未涉及歧視。
1463,肥台男，殊不知根本沒人要臭醜肥酸!,1,1,0,未涉及歧視。
1464,Pr10龍妹可能還有50分 pr10的男生大概,1,1,0,未涉及歧視。
1465,這種的才頂 乾癟鳥仔腳不如去啃甘蔗,2,1,0,未涉及歧視。
1466,續與俄羅斯進行貿易  <-機翻的標題,0,0,1,根據身體羞辱定義，文章涉及有關於身體羞辱的歧視，因為文章中提到了對俄羅斯進行貿易的評論，而這些評論可能讓讀者產生身體羞愧感。因此，文章涉及有關於身體羞辱的歧視。
1467,打不贏加入就好，反正矮醜死肥宅也,1,1,1,這篇文章涉及身體羞辱的歧視。
1468,又鳥仔腳卻豐滿的，幾乎都是人工貨。,2,1,1,這篇文章涉及了身體羞辱的歧視。
1469,沒臉沒奶沒腰,2,1,0,未涉及歧視。
1470,蔡母豬跟這肥婆部長要下台了沒,1,1,0,未涉及歧視。
1471,沒臉 也沒奶  0,2,1,0,未涉及歧視。
1472,就算是醜龍妹遮住臉露個奶搞不好就上萬,1,1,0,未涉及歧視。
1473,台女啊 又肥又醜卻怪別人,1,1,1,這篇文章涉及身體羞辱的歧視。
1474,笑死,0,0,1,這篇文章涉及身體羞辱的歧視。
1475,老實說是中國關係 他們那邊上空不正常,0,0,1,這篇文章涉及有關於身體羞辱的歧視。
1476,這種你要怎麼說,0,0,1,這篇文章涉及身體羞辱的歧視。
1477,鄭捷那種瘦皮猴哪可能打的過,2,1,1,這篇文章涉及身體羞辱的歧視。
1478,什麼酒鬼 爛賭鬼  胖子  窮酸猴子  醜男,2,1,1,這篇文章涉及了身體羞辱的歧視。
1479,看到某憂鬱症網紅買新房 也得憂鬱症了?,0,0,0,未涉及歧視。
1480,有個瘦皮猴拿槍就把館長打趴在地上,2,1,0,未涉及歧視。
1481,屌打一堆鳥仔腳 一堆白鷺鷥看了就噁,2,1,0,未涉及歧視。
1482,完全看場面情勢來用，所以風向變來變,0,0,3,根据身體羞辱的定義，文章是否涉及有關身體羞辱的歧視取决于文章中是否存在针对某人或某群體的非重複性行為，其中加害者不請自來，表達了對目標身體的負面意見或評論。如果文章中存在这样的行为，并且被害者认为该行为是具有冒犯性或使其產生身體羞愧感的，那么文章就可能涉及有關身體羞辱的歧視。
1483,鳥仔腳真的囧,2,1,0,未涉及歧視。
1484,龍妹我OK啊 但是她不行,1,1,1,文章涉及了身體羞辱的歧視。
1485,說腿粗的是不是只在網路生活 笑死人,0,0,1,文章涉及了身體羞辱的歧視。
1486,長得醜的肥宅甲根本不擔心,1,1,0,未涉及歧視。
1487,，身體都瘦巴巴弱不禁風，蛋白質吃太少,2,1,0,未涉及歧視。
1488,胖子就胖子，殺小矮壯型,1,1,1,這篇文章涉及有關於身體羞辱的歧視。
1489,應該是個龍妹吧，正妹的話早撲上去了,1,1,1,該文章涉及了身體羞辱的歧視。
1490,沒奶 整形失敗韓國臉 沒尻,2,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
1491,又肥又醜又壞心  沒救了,1,1,1,這篇文章涉及身體羞辱的歧視。
1492,古代飢荒瘦的跟骨頭一樣 還能逃難說,2,1,1,文章涉及身體羞辱的歧視。
1493,龍妹自以為很正，反而會脫口罩,1,1,0,未涉及歧視。
1494,6000次碾壓好嗎...,0,0,1,這篇文章涉及身體羞辱的歧視。
1495,「女生沒奶就像男生沒錢」這句話記好了,2,1,1,這句話涉及身體羞辱的歧視。
1496,醜臭禿肥啊,1,1,1,文章涉及身體羞辱的歧視。
1497,怎那麼慘 沒奶也沒屁股,2,1,1,這篇文章涉及身體羞辱的歧視。
1498,八國裡面肯定不會有中國,0,0,1,這篇文章涉及身體羞辱的歧視。
1499,這就叫理直氣狀 塔綠班誰敢出來接球,0,0,0,未涉及歧視。
