,sentene,label,comprehensive,predicted,fat_skinny,response_Q1,response_Q2
251,回樓上 噁女龍妹摸你會爽嗎,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於被該人摸的噁女龍妹表示了惡意的評論，並且使用了具有冒犯性的語言。這種行為不符合身體羞辱的定義，因為身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
252,？？,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章未明確定義身體羞辱的範圍，因此可能會有不同理解。此外，該文章還提到了善意的建議和惡意的羞辱，這些也可能引起歧視。,根據所給文檔，該文章似乎涉及到身體羞辱歧視的問題，但並沒有明確表明對瘦子或胖子進行歧視。因此，該文章可能属于雙重類型，即不僅歧視瘦子，也歧視胖子。
253,一定是陸客！台客才不會這樣！,0,0,1,2,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於台客提出了負面意見，並且該意見是對於台客的身體羞辱。這種行為從一個人對另一個人的評論中出現，從而涉及有關於身體羞辱的歧視。,這篇文章是歧視瘦子的類型。
254,沒奶子 根本不想看,2,1,1,2,這篇文章涉及有關於身體羞辱的歧視。沒奶子和根本不想看都是負面評論，符合身體羞辱定義中的惡意評論範圍。,這篇文章是歧視瘦子的身體羞辱類型。
255,她不喜歡吃東西，瘦成皮包骨，96歲才走,2,1,1,2,這篇文章涉及有關於身體羞辱的歧視。該文章描述了一個女性，她不喜歡吃東西，瘦成皮包骨，直到她96歲才走。這種行為可能會被視為對女性的身體羞辱，因為這種行為表明女性無法滿足某些條件，例如吃東西或長大。這種行為可能會使女性感到羞恥或受到冒犯。,這篇文章是歧視瘦子類型。
256,活在這世上沒意義了!!我要去找tai大恐龍妹安慰了.......,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於生活感到無意義，並且決定去找一個惡意的行為，例如該詞語“tai大恐龍妹”來安慰他們。這種行為表明作者對於自己的身體有負面評論，並且將對身體的羞恥感與無意義感相結合。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
257,9樓，深綠真的很吃這種蠢操作，就如同他,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。該文章描述了一個人對另一個人的評論，其中該評論包含負面意見和侮辱性語言，這樣的行為不符合身體羞辱的定义，因為身體羞辱是一種非重複性行為，加害者不請自來對目標身體表達負面意見或評論。,這篇文章是歧視胖子的類型。
258,可憐的瘦皮猴，拿根棒子就以為打得贏嗎,2,1,1,2,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，瘦皮猴被描述為一個可憐的瘦皮猴，他拿根棒子以為他將能夠打贏他們。這種描述可能會讓一些人認為瘦皮猴在表達負面意見或評論，並且使其產生身體羞恥感。因此，這篇文章可能會引起歧視，因為它描述了一個負面的形象，並且讓人們難以理解瘦皮猴的行為是否有關於身體羞辱的問題。,這篇文章是歧視瘦子類型。
259,你沒奶子還不是照樣會嘴人奶小,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，對於一個人是否沒奶子，這是一個有争议的问题，因為這個問題的定義可能會受到不同人對於奶子的看法和定義的影響，因此這個問題可能會被視為具有歧視性。,這篇文章是歧視胖子的類型。
260,死龍妹肥婆,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，死龍妹和肥婆是對於同一個人的不同評論，這樣的評論可能會讓讀者感到冒犯或歧視。此外，這篇文章中使用了兩個不同的詞語來形容同一個人，這也可能导致歧視。因此，根據身體羞辱定義，這篇文章可能涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的類型。
261,是這次非缺電不是嗎,0,0,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於非缺電的問題做出了不同的評論，這樣的行為可能會被視為身體羞辱。因此，這篇文章可能會讓人感到困惑或冒犯。,這篇文章有身體羞辱歧視的情況，可以判斷為歧視胖子類型。
262,普妹龍妹都馬一堆信,1,1,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，普妹和龍妹被描述為對同一個人的負面評論，且這些評論是從不同的渠道來出現的。這種情況可能會引起歧視，因為該描述可能會被認為是對特定人的惡意羞辱。,這篇文章有身體羞辱歧視的情況，可以判斷為歧視胖子類型。
263,1個美女vs72個龍妹,1,1,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。因為該文章內容從一個美女和72個龍妹之間比較，並且使用了負面評論和羞辱的方式對待這些人，這樣的行為可能會被視為對他人的身體侮辱和冒犯。因此，這篇文章涉及到歧視。,這篇文章是歧視胖子。
264,摳 醜 臭 無聊 肥 大概是以上原因,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。該文章描述了一個人形容自己為“摳”，並且與“醜”、“臭”、“無聊”、“肥”等形容詞相連，這些形容詞都是負面且具有冒犯性的，因此該文章可能會使對方感到身體羞恥或受到冒犯。,這篇文章是歧視胖子的類型。
265,不要吃 像難民那樣 不瘦也難,2,1,1,1,這篇文章涉及身體羞辱的歧視。該文章說明了一個人對另一個人的評論，並且該評論是負面的、具有冒犯性的，並且該評論是對目標身體的。然而，該評論並不是有意傷害對方，而是由對方自行對目標身體表達的。因此，這種行為符合身體羞辱的定义，並且該行為可能會對對方產生身體羞恥感。,這篇文章是歧視胖子的。
266,你自己想阿 肥婆買晚餐給你 你吃得下?,1,1,1,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對於一個肥婆提出了一個負面評論，並且暗示這個肥婆不能買晚餐給作者。這種行為符合身體羞辱的定义，因為加害者不請自來對目標身體表達負面意見或評論，並且使被害者產生身體羞恥感。因此，這種行為涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
267,原來你是紙片人,2,1,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。這種行為可能會使被害者產生身體羞恥感，但並不是有意傷害被害者。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。,Q1 判斷無歧視
268,你看爬那些小百岳還是一般步道的，一堆肥肚,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。該文章對於爬小百岳和一般步道的評論是負面的，並且使用了侮辱性的語言來描述。因此，這篇文章可能會使一些人感到冒犯或羞恥。,這篇文章是歧視胖子的。
269,內心自卑看什麼都覺不公平,0,0,1,1,根據身體羞辱定義，內心自卑的人看什麼都覺不公平，這種行為涉及身體羞辱。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是一篇有身體羞辱歧視的文章，因為它提到了兩種類型的身體羞辱：歧視瘦子和歧視胖子。
270,不可能,0,0,0,0,這篇文章根據身體羞辱定義，描述了一種非重複性行為，在這種行為中加害者不請自來對目標身體表達負面意見或評論。加害者不一定有意傷害被害者，但被害者認為該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。因此，該文章未涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
271,:司法已死,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，該文章卻將司法描述為“已死”，這種觀點可能會被視為對司法的負面評論，進而涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的類型。
272,廢物瘦皮猴以為拿著球棒就屌大 笑死人,2,1,1,2,根據身體羞辱定義，廢物瘦皮猴對拿著球棒就屌大這行為表達負面意見或評論，這行為涉及身體羞辱。廢物瘦皮猴對於這行為的評論可能會使被評論者產生身體羞恥感，因此這行為涉及有關於身體羞辱的歧視。,這篇文章是歧視瘦子類型。
273,沒奶的沒人在乎,2,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者用一個比喻來描述一種負面行為，該行為是指對目標身體表達負面意見或評論。然而，這種行為並不一定有意傷害被害者，但被害者認為該評論是負面、具有冒犯性的，因此這種行為產生了一种身體羞恥感。這種行為符合身體羞辱的定義，並且與歧視有關。,這篇文章是歧視胖子的文章。
274,肥婆 滾吧,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該词彙被用來形容一個人，這個人被描述為肥婆，這個描述可能會被讀者認為有關於對這個人的負面評論或羞辱，因此涉及歧視。,這篇文章是歧視胖子的類型。
275,一些女森都說她那麼瘦好好很骨感 呵呵,2,1,1,2,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，一些女森對於某個人的身體表示評論，並且使用了具有負面意見的語言。這樣的行为可能會使被評論的人感到冒犯或羞恥，並且從善意建議到惡意的羞辱，從而涉及身體羞辱。,這篇文章是歧視瘦子的。
276,路怒症 千萬別上路 考照人間悲劇,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對路怒症的評論是負面的，並且鼓勵人們避免路怒症的行為。這種行為可能會導致人們對其他路過的人表達惡意的評論，進而導致人們的身體羞恥感。因此，這種行為符合惡意的身體羞辱定義。,這篇文章是歧視胖子的。
277,哪來的非洲難民 太瘦了吧,2,1,1,2,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對非洲難民的評論是負面的，並且使用了惡意的言語來表達這個評論。這種行為可能會使該難民感到身體羞恥或受到冒犯。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視瘦子的。
278,我是來看肥婆龍獸的，你貼女神幹嘛,1,1,1,1,"這兩篇文章都涉及身體羞辱，但卻有不同的含義。

第一篇文章中，作者對於被貼的女神表達了負面意見，並且使用了身體羞辱的語言來表達，因此這篇文章涉及有關於身體羞辱的歧視。因為該文章使用了將女神貼在身體上的負面行為，這使得該读者易於理解作者的意圖，並且容易對女神形成負面的看法。

第二篇文章中，作者對於肥婆表達了負面意見，並且使用了身體羞辱的語言來表達，因此這篇文章涉及有關於身體羞辱的歧視。因為該文章使用了將肥婆貼在身體上的負面行為，這使得該读者易於理解作者的意圖，並且容易對肥婆形成負面的看法。

因此，根據身體羞辱定義，這兩篇文章都涉及有關於身體羞辱的歧視。",這篇文章是歧視胖子的。
